Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
QCHUXNJK,preprint,2023,"Shevlane, Toby; Farquhar, Sebastian; Garfinkel, Ben; Phuong, Mary; Whittlestone, Jess; Leung, Jade; Kokotajlo, Daniel; Marchal, Nahema; Anderljung, Markus; Kolt, Noam; Ho, Lewis; Siddarth, Divya; Avin, Shahar; Hawkins, Will; Kim, Been; Gabriel, Iason; Bolina, Vijay; Clark, Jack; Bengio, Yoshua; Christiano, Paul; Dafoe, Allan",Model evaluation for extreme risks,,,,10.48550/arXiv.2305.15324,http://arxiv.org/abs/2305.15324,"Current approaches to building general-purpose AI systems tend to produce systems with both beneficial and harmful capabilities. Further progress in AI development could lead to capabilities that pose extreme risks, such as offensive cyber capabilities or strong manipulation skills. We explain why model evaluation is critical for addressing extreme risks. Developers must be able to identify dangerous capabilities (through ""dangerous capability evaluations"") and the propensity of models to apply their capabilities for harm (through ""alignment evaluations""). These evaluations will become critical for keeping policymakers and other stakeholders informed, and for making responsible decisions about model training, deployment, and security.",2023-09-22,2025-08-28 13:00:17,2025-08-28 13:00:17,2025-08-28 13:00:17,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2305.15324 [cs],,C:\Users\Admin\Zotero\storage\WVTDFGFV\Shevlane et al. - 2023 - Model evaluation for extreme risks.pdf; C:\Users\Admin\Zotero\storage\JGH3MG5K\2305.html,,,Computer Science - Artificial Intelligence,,,,,,,,,,,,,,,,,,,arXiv:2305.15324,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWM74DXU,conferencePaper,2022,"Pauli, Amalie; Derczynski, Leon; Assent, Ira",Modelling Persuasion through Misuse of Rhetorical Appeals,Proceedings of the Second Workshop on NLP for Positive Impact (NLP4PI),,,10.18653/v1/2022.nlp4pi-1.11,https://aclanthology.org/2022.nlp4pi-1.11/,"It is important to understand how people use words to persuade each other. This helps understand debate, and detect persuasive narratives in regard to e.g. misinformation. While computational modelling of some aspects of persuasion has received some attention, a way to unify and describe the overall phenomenon of when persuasion becomes undesired and problematic, is missing. In this paper, we attempt to address this by proposing a taxonomy of computational persuasion. Drawing upon existing research and resources, this paper shows how to re-frame and re-organise current work into a coherent framework targeting the misuse of rhetorical appeals. As a study to validate these re-framings, we then train and evaluate models of persuasion adapted to our taxonomy. Our results show an application of our taxonomy, and we are able to detecting misuse of rhetorical appeals, finding that these are more often used in misinformative contexts than in true ones.",2022-12,2025-08-28 13:00:22,2025-08-28 13:00:22,2025-08-28 13:00:22,89–100,,,,,,,,,,,Association for Computational Linguistics,"Abu Dhabi, United Arab Emirates (Hybrid)",,,,,,ACLWeb,,,,C:\Users\Admin\Zotero\storage\WLYUJAZP\Pauli et al. - 2022 - Modelling Persuasion through Misuse of Rhetorical Appeals.pdf,,,,"Biester, Laura; Demszky, Dorottya; Jin, Zhijing; Sachan, Mrinmaya; Tetreault, Joel; Wilson, Steven; Xiao, Lu; Zhao, Jieyu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NLP4PI 2022,,,,,,,,,,,,,,,
8GDBFA3C,journalArticle,2022,"Bartolo, Max; Thrush, Tristan; Riedel, Sebastian; Stenetorp, Pontus; Jia, Robin; Kiela, Douwe",Models in the Loop: Aiding Crowdworkers with Generative Annotation Assistants,,,,10.48550/arXiv.2112.09062,http://arxiv.org/abs/2112.09062,"In Dynamic Adversarial Data Collection (DADC), human annotators are tasked with finding examples that models struggle to predict correctly. Models trained on DADC-collected training data have been shown to be more robust in adversarial and out-of-domain settings, and are considerably harder for humans to fool. However, DADC is more time-consuming than traditional data collection and thus more costly per annotated example. In this work, we examine whether we can maintain the advantages of DADC, without incurring the additional cost. To that end, we introduce Generative Annotation Assistants (GAAs), generator-in-the-loop models that provide real-time suggestions that annotators can either approve, modify, or reject entirely. We collect training datasets in twenty experimental settings and perform a detailed analysis of this approach for the task of extractive question answering (QA) for both standard and adversarial data collection. We demonstrate that GAAs provide significant efficiency benefits with over a 30% annotation speed-up, while leading to over a 5x improvement in model fooling rates. In addition, we find that using GAA-assisted training data leads to higher downstream model performance on a variety of question answering tasks over adversarial data collection.",2022,2025-08-28 12:02:44,2025-08-28 12:02:44,2025-08-27,,,,,,,Models in the Loop,,,,,,,,,,,,,,,,,,Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I4VX3794,journalArticle,2021,"Wang, Sai",Moderating Uncivil User Comments by Humans or Machines? The Effects of Moderation Agent on Perceptions of Bias and Credibility in News Content,Digital Journalism,,2167-0811,10.1080/21670811.2020.1851279,https://doi.org/10.1080/21670811.2020.1851279,"Studies have shown that uncivil comments under an online news article may result in biased perceptions of the news content, and explicit comment moderation has the potential to mitigate this adverse effect. Using an online experiment, the present study extends this line of research with the examination of how interface cues signalling different agents (human vs. machine) in moderating uncivil comments affect a reader’s judgment of the news and how prior belief in machine heuristic moderates such effects. The results indicated that perceptions of news bias were attenuated when uncivil comments were moderated by a machine (as opposed to a human) agent, which subsequently engendered greater perceived credibility of the news story. Additionally, such indirect effects were more prominent among readers who strongly believed that machine operations are generally accurate and reliable than those with a weaker prior belief in this rule of thumb.",2021-01-02,2025-08-28 13:00:24,2025-08-28 13:00:24,2025-08-28 13:00:24,64-83,,1,9,,,Moderating Uncivil User Comments by Humans or Machines?,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/21670811.2020.1851279,,,,,comments; credibility; incivility; machine heuristic; Moderation; news bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGI6AK6T,conferencePaper,2022,"Longoni, Chiara; Fradkin, Andrey; Cian, Luca; Pennycook, Gordon",News from Generative Artificial Intelligence Is Believed Less,"Proceedings of the 2022 ACM Conference on Fairness, Accountability, and Transparency",978-1-4503-9352-2,,10.1145/3531146.3533077,https://dl.acm.org/doi/10.1145/3531146.3533077,"Artificial Intelligence (AI) can generate text virtually indistinguishable from text written by humans. A key question, then, is whether people believe news headlines generated by AI as much as news headlines generated by humans. AI is viewed as lacking human motives and emotions, suggesting that people might view news written by AI as more accurate. By contrast, two pre-registered experiments on representative U.S. samples (N = 4,034) showed that people rated news headlines written by AI as less accurate than those written by humans. People were more likely to incorrectly rate news headlines written by AI (vs. a human) as inaccurate when they were actually true, and more likely to correctly rate them as inaccurate when they were indeed false. Our findings are important given the increasing adoption of AI in news generation, and the associated ethical and governance pressures to disclose it use and address standards of transparency and accountability.",2022,2025-08-28 13:00:28,2025-08-28 13:00:28,2025-08-28,97–106,,,,,,,FAccT '22,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,ACM Digital Library,,,,C:\Users\Admin\Zotero\storage\8A25UFQF\Longoni et al. - 2022 - News from Generative Artificial Intelligence Is Believed Less.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4GPYGG55,journalArticle,2018,"Adam, Marc T. P.; Teubner, Timm; Gimpel, Henner",No Rage Against the Machine: How Computer Agents Mitigate Human Emotional Processes in Electronic Negotiations,Group Decision and Negotiation,,1572-9907,10.1007/s10726-018-9579-5,https://doi.org/10.1007/s10726-018-9579-5,"With the proliferation of information technology and artificial intelligence in society, human users have started to engage in social interactions with computer agents. In this study, we conducted a laboratory experiment in which neurophysiological measurements were used to investigate the effect of computer agents on the affective processes and behavior of human negotiators. Participants engaged in alternating-offer bargaining over the partition of a pie with either human or computer counterparts and under different levels of urgency to reach an agreement. Overall, our data show that the subjects claimed significantly higher proportions for themselves when they made opening offers to computer agents than when bargaining with human counterparts, regardless of the degree of urgency in the negotiation. However, when the subjects responded to computer-issued offers the picture was more complex. Whereas under high-level urgency, the subjects were more likely to accept offers made by computer agents than by human counterparts, we observed the opposite effect for low-level urgency, where they were less likely to accept the offers of computer agents. In combination, these behavioral patterns lead to the use of computer agents yielding an increase in economic efficiency. Further, the subjects exhibited less emotionally charged behavior when facing computer agents than when facing human counterparts, as the intensity of affective processes was lower and the relationship between arousal and offer acceptance was observable only when the counterparts were human. The results of our study shed light on the potential benefits and intricacies of employing computer agents in electronic negotiations.",2018-08-01,2025-08-28 13:02:04,2025-08-28 13:02:04,2025-08-28 13:02:04,543-571,,4,27,,Group Decis Negot,No Rage Against the Machine,,,,,,,en,,,,,Springer Link,,,,C:\Users\Admin\Zotero\storage\2WIK3GQE\Adam et al. - 2018 - No Rage Against the Machine How Computer Agents Mitigate Human Emotional Processes in Electronic Ne.pdf,,,Bargaining; Computer agents; Emotions; Experiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZS2Q8JN,journalArticle,2024,"Xie, Chunya; Fu, Tianhui; Yang, Chen; Chang, En-Chung; Zhao, Mengying",Not a good judge of talent: the influence of subjective socioeconomic status on AI aversion,Marketing Letters,,1573-059X,10.1007/s11002-024-09725-7,https://doi.org/10.1007/s11002-024-09725-7,The current research constructs a framework to understand how subjective socioeconomic status (SES) affects consumers’ AI aversion in the evaluation context. Three experiments show that subjective SES has a negative impact on consumers’ willingness to accept AI evaluation. Consumers with higher subjective SES are more likely to resist AI evaluation because they perceive that AI agents are not as capable as human agents of identifying their talents. This effect is moderated by the agent type–the impact of subjective SES on resistance to the AI agent is attenuated when the AI agent is non-evaluative. This research is of great significance in enriching research on improving AI services efficiency across various social classes.,2024-09-01,2025-08-28 13:02:09,2025-08-28 13:02:09,2025-08-28 13:02:09,381-393,,3,35,,Mark Lett,Not a good judge of talent,,,,,,,en,,,,,Springer Link,,,,C:\Users\Admin\Zotero\storage\F2CNS3ZR\Xie et al. - 2024 - Not a good judge of talent the influence of subjective socioeconomic status on AI aversion.pdf,,,AI aversion; AI evaluation; Subjective socioeconomic status; Talents identification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2YTEGRQ7,journalArticle,2022,"de Ridder, Denise; Kroese, Floor; van Gestel, Laurens",Nudgeability: Mapping Conditions of Susceptibility to Nudge Influence,Perspectives on Psychological Science,,1745-6916,10.1177/1745691621995183,https://doi.org/10.1177/1745691621995183,"Nudges are behavioral interventions to subtly steer citizens’ choices toward “desirable” options. An important topic of debate concerns the legitimacy of nudging as a policy instrument, and there is a focus on issues relating to nudge transparency, the role of preexisting preferences people may have, and the premise that nudges primarily affect people when they are in “irrational” modes of thinking. Empirical insights into how these factors affect the extent to which people are susceptible to nudge influence (i.e., “nudgeable”) are lacking in the debate. This article introduces the new concept of nudgeability and makes a first attempt to synthesize the evidence on when people are responsive to nudges. We find that nudge effects do not hinge on transparency or modes of thinking but that personal preferences moderate effects such that people cannot be nudged into something they do not want. We conclude that, in view of these findings, concerns about nudging legitimacy should be softened and that future research should attend to these and other conditions of nudgeability.",2022-03-01,2025-08-28 13:02:11,2025-08-28 13:02:11,2025-08-28 13:02:11,346-359,,2,17,,Perspect Psychol Sci,Nudgeability,,,,,,,EN,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,C:\Users\Admin\Zotero\storage\Z29AVGD9\de Ridder et al. - 2022 - Nudgeability Mapping Conditions of Susceptibility to Nudge Influence.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9UPA7ECJ,journalArticle,2020,"Mao, Yanbing; Akyol, Emrah",On Inference of Network Topology and Confirmation Bias in Cyber-Social Networks,IEEE Transactions on Signal and Information Processing over Networks,,2373-776X,10.1109/TSIPN.2020.3015283,https://ieeexplore.ieee.org/document/9187724,"This article studies topology inference, from agent states, of a directed cyber-social network with opinion spreading dynamics model that explicitly takes confirmation bias into account. The cyber-social network comprises a set of partially connected directed network of agents at the social level, and a set of information sources at the cyber layer. The necessary and sufficient conditions for the existence of exact inference solution are characterized. A method for exact inference, when it is possible, of entire network topology as well as confirmation bias model parameters is proposed for the case where the bias mentioned earlier follows a piece-wise linear model. The particular case of no confirmation bias is analyzed in detail. For the setting where the model of confirmation bias is unknown, an algorithm that approximates the network topology, building on the exact inference method, is presented. This algorithm can exactly infer the weighted communication from the neighbors to the non-followers of information sources. Numerical simulations demonstrate the effectiveness of the proposed methods for different scenarios.",2020,2025-08-28 13:02:13,2025-08-28 13:02:13,2025-08-28 13:02:13,633-644,,,6,,,,,,,,,,,,,,,IEEE Xplore,,,,C:\Users\Admin\Zotero\storage\FY4HXA42\9187724.html; C:\Users\Admin\Zotero\storage\X3M3YI9S\Mao and Akyol - 2020 - On Inference of Network Topology and Confirmation Bias in Cyber-Social Networks.pdf,,,Computational modeling; Confirmation bias; cyber-social networks; directed communication; Linear matrix inequalities; Mathematical model; Network topology; Social network services; social networks; Stochastic processes; Topology; topology inference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKKM7ZTG,preprint,2023,"Shaikh, Omar; Zhang, Hongxin; Held, William; Bernstein, Michael; Yang, Diyi","On Second Thought, Let's Not Think Step by Step! Bias and Toxicity in Zero-Shot Reasoning",,,,10.48550/arXiv.2212.08061,http://arxiv.org/abs/2212.08061,"Generating a Chain of Thought (CoT) has been shown to consistently improve large language model (LLM) performance on a wide range of NLP tasks. However, prior work has mainly focused on logical reasoning tasks (e.g. arithmetic, commonsense QA); it remains unclear whether improvements hold for more diverse types of reasoning, especially in socially situated contexts. Concretely, we perform a controlled evaluation of zero-shot CoT across two socially sensitive domains: harmful questions and stereotype benchmarks. We find that zero-shot CoT reasoning in sensitive domains significantly increases a model's likelihood to produce harmful or undesirable output, with trends holding across different prompt formats and model variants. Furthermore, we show that harmful CoTs increase with model size, but decrease with improved instruction following. Our work suggests that zero-shot CoT should be used with caution on socially important tasks, especially when marginalized groups or sensitive topics are involved.",2023-06-04,2025-08-28 13:02:15,2025-08-28 13:02:15,2025-08-28 13:02:15,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2212.08061 [cs],,"C:\Users\Admin\Zotero\storage\J5QHVSQB\Shaikh et al. - 2023 - On Second Thought, Let's Not Think Step by Step! Bias and Toxicity in Zero-Shot Reasoning.pdf; C:\Users\Admin\Zotero\storage\XMJL4ZCA\2212.html",,,Computer Science - Computation and Language,,,,,,,,,,,,,,,,,,,arXiv:2212.08061,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA98RMQE,conferencePaper,2021,"Wu, Yihan; Kelly, Ryan M.",Online Dating Meets Artificial Intelligence: How the Perception of Algorithmically Generated Profile Text Impacts Attractiveness and Trust,Proceedings of the 32nd Australian Conference on Human-Computer Interaction,978-1-4503-8975-4,,10.1145/3441000.3441074,https://doi.org/10.1145/3441000.3441074,"Online dating systems are widely used to meet romantic partners, yet people often struggle to write attractive profiles on these applications. Artificial intelligence (AI) has the potential to help online daters by automatically generating profile content, but little research has explored how the use of AI in online dating could affect users’ perceptions of one another. The present study investigated how the perceived involvement of AI influences ratings of attractiveness and trust in online dating. In a between-subjects experiment, participants (N = 48) were presented with the text of 10 dating profiles and were told that the profiles had been written by humans or with the help of AI. We found that the perceived involvement of AI did not have a significant impact on attractiveness, but that it did lead to a significant reduction in trustworthiness of the profile author. We interpret our findings through the lens of social information processing theory, discussing the tradeoffs associated with designing to reveal or hide the use of AI in online dating.",2021,2025-08-28 13:02:17,2025-08-28 13:02:17,2025-08-28,444–453,,,,,,Online Dating Meets Artificial Intelligence,OzCHI '20,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,ACM Digital Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FM5RVIIZ,preprint,2023,"Casper, Stephen; Davies, Xander; Shi, Claudia; Gilbert, Thomas Krendl; Scheurer, Jérémy; Rando, Javier; Freedman, Rachel; Korbak, Tomasz; Lindner, David; Freire, Pedro; Wang, Tony; Marks, Samuel; Segerie, Charbel-Raphaël; Carroll, Micah; Peng, Andi; Christoffersen, Phillip; Damani, Mehul; Slocum, Stewart; Anwar, Usman; Siththaranjan, Anand; Nadeau, Max; Michaud, Eric J.; Pfau, Jacob; Krasheninnikov, Dmitrii; Chen, Xin; Langosco, Lauro; Hase, Peter; Bıyık, Erdem; Dragan, Anca; Krueger, David; Sadigh, Dorsa; Hadfield-Menell, Dylan",Open Problems and Fundamental Limitations of Reinforcement Learning from Human Feedback,,,,10.48550/arXiv.2307.15217,http://arxiv.org/abs/2307.15217,"Reinforcement learning from human feedback (RLHF) is a technique for training AI systems to align with human goals. RLHF has emerged as the central method used to finetune state-of-the-art large language models (LLMs). Despite this popularity, there has been relatively little public work systematizing its flaws. In this paper, we (1) survey open problems and fundamental limitations of RLHF and related methods; (2) overview techniques to understand, improve, and complement RLHF in practice; and (3) propose auditing and disclosure standards to improve societal oversight of RLHF systems. Our work emphasizes the limitations of RLHF and highlights the importance of a multi-faceted approach to the development of safer AI systems.",2023-09-11,2025-08-28 13:02:22,2025-08-28 13:02:22,2025-08-28 13:02:22,,,,,,,,,,,,arXiv,,,,,,,arXiv.org,,arXiv:2307.15217 [cs],,C:\Users\Admin\Zotero\storage\PMCL98A9\Casper et al. - 2023 - Open Problems and Fundamental Limitations of Reinforcement Learning from Human Feedback.pdf; C:\Users\Admin\Zotero\storage\ZLSVKJLQ\2307.html,,,Computer Science - Artificial Intelligence; Computer Science - Computation and Language; Computer Science - Machine Learning,,,,,,,,,,,,,,,,,,,arXiv:2307.15217,,,,,,,,,,,,,,,,,,,,,,,,,,,
XP58FZQU,journalArticle,2024,"Stein, Jan-Philipp; Linda Breves, Priska; Anders, Nora",Parasocial interactions with real and virtual influencers: The role of perceived similarity and human-likeness,New Media & Society,,1461-4448,10.1177/14614448221102900,https://doi.org/10.1177/14614448221102900,"Digitally created online celebrities (so-called virtual influencers) have appeared on various social media and video streaming platforms. While the scientific community has recently started to take an interest in this new phenomenon, it still remains mostly unclear how online audiences engage with—and relate to—these artificial digital creations. To address the identified research gap, we conducted a preregistered experiment (N = 179), comparing viewers’ parasocial interactions (PSIs) with either a human or a virtual influencer. Based on natural stimuli, we find that viewers’ parasocial response does not differ significantly between the two groups. However, by focusing on several theoretically relevant mediator variables, we uncover two opposing effects at play: While a significant direct effect signifies stronger PSIs with the virtual influencer, participants also attribute this persona with less mental human-likeness and similarity to themselves—which ultimately suppresses the observed advantage. Potential explanations for our results are discussed.",2024-06-01,2025-08-28 13:02:25,2025-08-28 13:02:25,2025-08-28 13:02:25,3433-3453,,6,26,,,Parasocial interactions with real and virtual influencers,,,,,,,EN,,,,,SAGE Journals,,Publisher: SAGE Publications,,C:\Users\Admin\Zotero\storage\HRTG68AG\Stein et al. - 2024 - Parasocial interactions with real and virtual influencers The role of perceived similarity and huma.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98PK8INW,journalArticle,2023,"Böhm, Robert; Jörling, Moritz; Reiter, Leonhard; Fuchs, Christoph",People devalue generative AI’s competence but not its advice in addressing societal and personal challenges,Communications Psychology,,2731-9121,10.1038/s44271-023-00032-x,https://www.nature.com/articles/s44271-023-00032-x,"The release of ChatGPT and related tools have made generative artificial intelligence (AI) easily accessible for the broader public. We conducted four preregistered experimental studies (total N = 3308; participants from the US) to investigate people’s perceptions of generative AI and the advice it generates on how to address societal and personal challenges. The results indicate that when individuals are (vs. are not) aware that the advice was generated by AI, they devalue the author’s competence but not the content or the intention to share and follow the advice on how to address societal challenges (Study 1) and personal challenges (Studies 2a and 2b). Study 3 further shows that individuals’ preference to receive advice from AI (vs. human experts) increases when they gained positive experience with generative AI advice in the past. The results are discussed regarding the nature of AI aversion in the context of generative AI and beyond.",2023-11-15,2025-08-28 13:02:58,2025-08-28 13:02:58,2025-08-28 13:02:58,32,,1,1,,Commun Psychol,,,,,,,,en,2023 The Author(s),,,,www.nature.com,,Publisher: Nature Publishing Group,,C:\Users\Admin\Zotero\storage\WV37V6RQ\Böhm et al. - 2023 - People devalue generative AI’s competence but not its advice in addressing societal and personal cha.pdf,,,Human behaviour; Information systems and information technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F38J9VS2,conferencePaper,2022,"Zehnder, E.; Dinet, J.; Charpillet, F.",Perception of physical and virtual agents: exploration of factors influencing the acceptance of intrusive domestic agents,2022 31st IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),,,10.1109/RO-MAN53752.2022.9900593,https://ieeexplore.ieee.org/document/9900593,"Domestic robots and agents are widely sold to the grand public, leading us to ethical issues related to the data harvested by such machines. While users show a general acceptance of these robots, concerns remain when it comes to information security and privacy. Current research indicates that there’s a privacy-security trade-off for better use, but the anthropomorphic and social abilities of a robot are also known to modulate its acceptance and use. To explore and deepen what literature already brought on the subject we examined how users perceived their robot (Replika, Roomba©, Amazon Echo©, Google Home©, or Cozmo©/Vector©) through an online questionnaire exploring acceptance, perceived privacy and security, anthropomorphism, disclosure, perceived intimacy, and loneliness. The results supported the literature regarding the potential manipulative effects of robot’s anthropomorphism for acceptance but also information disclosure, perceived intimacy, security, and privacy.",2022-08,2025-08-28 13:03:39,2025-08-28 13:03:39,2025-08-28 13:03:39,1050-1057,,,,,,Perception of physical and virtual agents,,,,,,,,,,,,IEEE Xplore,,ISSN: 1944-9437,,C:\Users\Admin\Zotero\storage\WK2I27UA\9900593.html,,,Data collection; Ethics; Information security; Internet; Manufacturing; Privacy; Regulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 31st IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),,,,,,,,,,,,,,,
S33HFWQL,conferencePaper,2022,"Tiwari, Abhisek; Saha, Sriparna; Sengupta, Shubhashis; Maitra, Anutosh; Ramnani, Roshni; Bhattacharyya, Pushpak",Persona or Context? Towards Building Context adaptive Personalized Persuasive Virtual Sales Assistant,Proceedings of the 2nd Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics and the 12th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),,,10.18653/v1/2022.aacl-main.76,https://aclanthology.org/2022.aacl-main.76/,"Task-oriented conversational agents are gaining immense popularity and success in a wide range of tasks, from flight ticket booking to online shopping. However, the existing systems presume that end-users will always have a pre-determined and servable task goal, which results in dialogue failure in hostile scenarios, such as goal unavailability. On the other hand, human agents accomplish users' tasks even in a large number of goal unavailability scenarios by persuading them towards a very similar and servable goal. Motivated by the limitation, we propose and build a novel end-to-end multi-modal persuasive dialogue system incorporated with a personalized persuasive module aided goal controller and goal persuader. The goal controller recognizes goal conflicting/unavailability scenarios and formulates a new goal, while the goal persuader persuades users using a personalized persuasive strategy identified through dialogue context. We also present a novel automatic evaluation metric called Persuasiveness Measurement Rate (PMeR) for quantifying the persuasive capability of a conversational agent. The obtained improvements (both quantitative and qualitative) firmly establish the superiority and need of the proposed context-guided, personalized persuasive virtual agent over existing traditional task-oriented virtual agents. Furthermore, we also curated a multi-modal persuasive conversational dialogue corpus annotated with intent, slot, sentiment, and dialogue act for e-commerce domain.",2022-11,2025-08-28 13:03:33,2025-08-28 13:03:33,2025-08-28 13:03:33,1035–1047,,,,,,Persona or Context?,,,,,Association for Computational Linguistics,Online only,,,,,,ACLWeb,,,,C:\Users\Admin\Zotero\storage\HQJRV8TS\Tiwari et al. - 2022 - Persona or Context Towards Building Context adaptive Personalized Persuasive Virtual Sales Assistan.pdf,,,,"He, Yulan; Ji, Heng; Li, Sujian; Liu, Yang; Chang, Chua-Hui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AACL-IJCNLP 2022,,,,,,,,,,,,,,,
4SP5R793,journalArticle,2018,"Kišiček, Gabrijela",Persuasive power of prosodic features,Argumentation and Advocacy,,1051-1431,10.1080/10511431.2019.1525003,https://doi.org/10.1080/10511431.2019.1525003,"This response to William Bedsole's paper aims to emphasize the importance of prosodic features—i.e. voice quality, tempo, rhythm, pitch, intonation etc.—in the persuasion process. Bedsole refers to voice and the role voice has but neglects to focus on the many different functions it can have. Extensive empirical research in nonverbal communication confirms that prosodic features play an important role in human interaction. However, contemporary rhetorical research has somewhat marginalized prosody. Voice and all prosodic features may contribute to the credibility speaker (ethos), can create certain disposition on audience (pathos), but can also be essential for understanding the argument (logos).",2018-10-02,2025-08-28 13:03:44,2025-08-28 13:03:44,2025-08-28 13:03:44,345-350,,4,54,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/10511431.2019.1525003,,,,,argumentation; persuasion; prosody; rhetoric; voice quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QHTUQ7TU,journalArticle,2024,"Teigen, Cassandra; Madsen, Jens Koed; George, Nicole Lauren; Yousefi, Sayeh",Persuasiveness of arguments with AI-source labels,Proceedings of the Annual Meeting of the Cognitive Science Society,,,,https://escholarship.org/uc/item/6t82g70v,"This paper sought to understand the impact of labelling an argument as AI-generated compared to human-authored, and how factors such as portrayals of expertise and the nature of arguments presented (narrative versus statistical) may affect the persuasiveness of the arguments. Three domains were explored: health, finance, and politics. We show that arguments with AI source labels, both non-expert and expert, were rated by participants as less persuasive than when they had their counterpart human-authored source labels attached. Moreover, although the statistical arguments were found to be more persuasive than the narrative arguments, this did not affect the impact of an AI source label, with a significant interaction effect only being seen for the domain of politics for the expert AI source. The study explored the role of attitude towards AI on the impact of source labels as an exploratory analysis and found no significant interaction effect across the three domains.",2024,2025-08-28 13:03:41,2025-08-28 13:03:41,2025-08-28 13:03:41,,,0,46,,,,,,,,,,en,,,,,escholarship.org,,,,C:\Users\Admin\Zotero\storage\FALVVFP8\Teigen et al. - 2024 - Persuasiveness of arguments with AI-source labels.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
