Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
95YAR47A,journalArticle,2022,"Tiwari, Abhisek; Saha, Sriparna; Sengupta, Shubhashis; Maitra, Anutosh; Ramnani, Roshni; Bhattacharyya, Pushpak",Persona or Context? Towards Building Context adaptive Personalized Persuasive Virtual Sales Assistant,Proceedings of the 2nd Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics and the 12th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),,,10.18653/v1/2022.aacl-main.76,https://doi.org/10.18653/v1/2022.aacl-main.76,,2022,2025-08-28 09:10:57,2025-08-28 09:10:57,,1035-1047,,,,,Proceedings of the 2nd Conference of the Asia-Pacific Chapter of the Association for Computational Linguistics and the 12th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),,,,,,,,,,,,,,,,,,,,,"He, Yulan; Ji, Heng; Li, Sujian; Liu, Yang; Chang, Chua-Hui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFF7ZWUG,journalArticle,2021,"Liu, Siyang; Zheng, Chujie; Demasi, Orianna; Sabour, Sahand; Li, Yu; Yu, Zhou; Jiang, Yong; Huang, Minlie",Towards Emotional Support Dialog Systems,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),,,10.18653/v1/2021.acl-long.269,https://doi.org/10.18653/v1/2021.acl-long.269,,2021,2025-08-28 09:10:57,2025-08-28 09:10:57,,3469-3483,,,,,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),,,,,,,,,,,,,,,,,,,,,"Zong, Chengqing; Xia, Fei; Li, Wenjie; Navigli, Roberto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U7BSJCCZ,journalArticle,2024,"Du, Yilun; Li, Shuang; Torralba, Antonio; Tenenbaum, Joshua B.; Mordatch, Igor",Improving Factuality and Reasoning in Language Models through Multiagent Debate,Forty-first International Conference on Machine Learning,,,,https://openreview.net/forum?id=zj7YuTE4t8,,2024,2025-08-28 09:10:57,2025-08-28 09:10:57,,,,,,,Forty-first International Conference on Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML5KUSUL,journalArticle,2023,"Cloudy, J; Banks, J; Bowman, ND",The Str(Al)ght Scoop: artificial intelligence cues reduce perceptions of hostile media bias,Digital Journalism,,,10.1080/21670811.2021.1969974,,,2023,2025-08-28 09:10:57,2025-08-28 09:10:57,,1577-1596,,,11,,Digital Journalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9HIXKACE,journalArticle,2024,"Huang, M-H; Rust, RT",The caring machine: feeling Al for customer care,J Mark,,,10.1177/00222429231224748,,,2024,2025-08-28 09:10:57,2025-08-28 09:10:57,,,,,,,J Mark,,,,,,,,,,,,,,,,,C:\Users\Admin\Zotero\storage\FP38HG4L\Huang and Rust - 2024 - The caring machine feeling Al for customer care.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9HBFAWSA,journalArticle,2021,"Cabrera-Sánchez, J-P; Villarejo-Ramos, ÁF; Liébana-Cabanillas, F; Shaikh, AA",Identifying relevant segments of Al applications adopters expanding the UTAUT2's variables,Telematics Inf,,,10.1016/j.tele.2020.101529,,,2021,2025-08-28 09:10:57,2025-08-28 09:10:57,,,,,58,,Telematics Inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJLYZ7X9,journalArticle,2020,"Salles, A; Evers, K; Farisco, M",Anthropomorphism in AI,AJOB Neurosci,,,10.1080/21507740.2020.1740350,,,2020,2025-08-28 09:10:57,2025-08-28 09:10:57,,88-95,,,11,,AJOB Neurosci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77TSMA2S,conferencePaper,2021,"Li, M; Suh, A",Machinelike or humanlike? A literature review of anthropomorphism in Al-enabled technology,54th P Ann HISCSS,,,10.24251/hicss.2021.493,,,2021,2025-08-28 09:10:57,2025-08-28 09:10:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54th P Ann HISCSS,,,,,,,,,,,,,,,
8HR7P3EJ,journalArticle,2023,"Bergner, AS; Hildebrand, C; Häubl, G",Machine talk: how verbal embodiment in conversational Al shapes consumer-brand relationships,J Consum Res,,,10.1093/jcr/ucad014,,,2023,2025-08-28 09:10:57,2025-08-28 09:10:57,,742-764,,,50,,J Consum Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZE86V7TP,journalArticle,2023,"Zhang, A; Patrick Rau, P-L",Tools or peers? Impacts of anthropomorphism level and social role on emotional attachment and disclosure tendency towards intelligent agents,Comput Hum Behav,,,10.1016/j.chb.2022.107415,,,2023,2025-08-28 09:10:57,2025-08-28 09:10:57,,,,,138,,Comput Hum Behav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7KPA38QX,journalArticle,2022,"Zhao, J; Wu, M; Zhou, L; Wang, X; Jia, J",Cognitive psychology-based artificial intelligence review,Front Neurosci,,,10.3389/fnins.2022.1024316,,,2022,2025-08-28 09:10:57,2025-08-28 09:10:57,,,,,16,,Front Neurosci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z2GAXL9B,journalArticle,2024,"Jin, J; Walker, J; Reczek, RW",Avoiding embarrassment online: response to and inferences about chatbots when purchases activate self-presentation concerns,J Consum Psychol,,,10.1002/jcpy.1414,,,2024,2025-08-28 09:10:57,2025-08-28 09:10:57,,,,,,,J Consum Psychol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6BPKB99G,journalArticle,2022,"Crolic, C; Thomaz, F; Hadi, R; Stephen, AT",Blame the bot: anthropomorphism and anger in customer-chatbot interactions,J Mark,,,10.1177/00222429211045687,,,2022,2025-08-28 09:10:57,2025-08-28 09:10:57,,132-148,,,86,,J Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8FP7KHR8,journalArticle,2023,"Han, E; Yin, D; Zhang, H",Bots with feelings: should Al agents express positive emotion in customer service?,Inf Syst Res,,,10.1287/isre.2022.1179,,,2023,2025-08-28 09:10:57,2025-08-28 09:10:57,,1296-1311,,,34,,Inf Syst Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AQZDKSJ5,journalArticle,2024,"Ismatullaev, UVU; Kim, S-H",Review of the factors affecting acceptance of Al-infused systems,Hum Factors,,,10.1177/00187208211064707,,,2024,2025-08-28 09:10:57,2025-08-28 09:10:57,,126-144,,,66,,Hum Factors,,,,,,,,,,,,,,,,,C:\Users\Admin\Zotero\storage\EFEFG2HH\Ismatullaev and Kim - 2024 - Review of the factors affecting acceptance of Al-infused systems.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J6UN8SPY,journalArticle,2023,"Choung, H; David, P; Ross, A",Trust in Al and its role in the acceptance of Al technologies,Int J Hum Comput Stud,,,10.1080/10447318.2022.2050543,,,2023,2025-08-28 09:10:57,2025-08-28 09:10:57,,1727-1739,,,39,,Int J Hum Comput Stud,,,,,,,,,,,,,,,,,C:\Users\Admin\Zotero\storage\EY24UIXG\Choung et al. - 2023 - Trust in Al and its role in the acceptance of Al technologies.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IJ787W2X,journalArticle,2020,"Asan, O; Bayrak, AE; Choudhury, A",Artificial intelligence and human trust in healthcare: focus on clinicians,J Med Internet Res,,,10.2196/15154,,,2020,2025-08-28 09:10:57,2025-08-28 09:10:57,,,,,22,,J Med Internet Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI656NCN,journalArticle,2023,"Rhue, L","The anchoring effect, algorithmic fairness, and the limits of information transparency for emotion artificial intelligence",Inf Syst Res,,,10.1287/isre.2019.0493,,,2023,2025-08-28 09:10:57,2025-08-28 09:10:57,,,,,,,Inf Syst Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JNQXRHDD,journalArticle,2024,"Boyaco, T; Canyakmaz, C; de Véricourt, F",Human and machine: the impact of machine input on decision making under cognitive limitations,Manag Sci,,,10.1287/mnsc.2023.4744,,,2024,2025-08-28 09:10:57,2025-08-28 09:10:57,,1258-1275,,,70,,Manag Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3HK26E4,conferencePaper,2020,"Nicodeme, C",Build confidence and acceptance of Al-based decision support systems explainable and liable Al,13th International C Hum Syst Interact,,,10.1109/HSI49210.2020.9142668,,,2020,2025-08-28 09:10:57,2025-08-28 09:10:57,,20-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13th International C Hum Syst Interact,,,,,,,,,,,,,,,
EQZXJUSG,journalArticle,2020,"Fan, W; Liu, J; Zhu, S; Pardalos, PM",Investigating the impacting factors for the healthcare professionals to adopt artificial intelligence-based medical diagnosis support system (AIMDSS),Ann Oper Res,,,10.1007/s10479-018-2818-y,,,2020,2025-08-28 09:10:57,2025-08-28 09:10:57,,567-592,,,294,,Ann Oper Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XU6P7W2L,journalArticle,2022,"Lebovitz, S; Lifshitz-Assaf, H; Levina, N",To engage or not to engage with Al for critical judgments: how professionals deal with opacity when using Al for medical diagnosis,Organ Sci,,,10.1287/orsc.2021.1549,,,2022,2025-08-28 09:10:57,2025-08-28 09:10:57,,126-148,,,33,,Organ Sci,,,,,,,,,,,,,,,,,C:\Users\Admin\Zotero\storage\7S4VS2A6\Lebovitz et al. - 2022 - To engage or not to engage with Al for critical judgments how professionals deal with opacity when.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67YZNR7Q,journalArticle,2023,"Bauer, K; von Zahn, M; Hinz, O",Expl(Al)ned: the impact of explainable artificial intelligence on users' information processing,Inf Syst Res,,,10.1287/isre.2023.1199,,,2023,2025-08-28 09:10:57,2025-08-28 09:10:57,,1582-1602,,,34,,Inf Syst Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WQLDAVTR,journalArticle,2023,"Zhang, G; Chong, L; Kotovsky, K; Cagan, J",Trust in an Al versus a Human teammate: the effects of teammate identity and per- formance on Human-Al cooperation,Comput Hum Behav,,,10.1016/j.chb.2022.107536,,,2023,2025-08-28 09:10:57,2025-08-28 09:10:57,,,,,139,,Comput Hum Behav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLPS38YH,journalArticle,2024,"Xie, C; Fu, T; Yang, C; Chang, E-C; Zhao, M",Not a good judge of talent: the influence of subjective socioeconomic status on Al aversion,Market Lett,,,10.1007/s11002-024-09725-7,,,2024,2025-08-28 09:10:57,2025-08-28 09:10:57,,,,,,,Market Lett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AST3B5NX,journalArticle,2022,"Longoni, C; Cian, L","Artificial intelligence in utilitarian vs. Hedonic contexts: the ""word-of-machine"" effect",J Mark,,,10.1177/0022242920957347,,,2022,2025-08-28 09:10:58,2025-08-28 09:10:58,,91-108,,,86,,J Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMXHDX6A,journalArticle,2021,"Puntoni, S; Reczek, RW; Giesler, M; Botti, S",Consumers and artificial intelligence: an experiential perspective,J Mark,,,10.1177/0022242920953847,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,131-151,,,85,,J Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6QUDPDB2,journalArticle,2022,"Kim, JH; Kim, M; Kwak, DW; Lee, S",Home-tutoring services assisted with technology: investigating the role of artificial intelligence using a randomized field experiment,J Mark Res,,,10.1177/00222437211050351,,,2022,2025-08-28 09:10:58,2025-08-28 09:10:58,,79-96,,,59,,J Mark Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIYPY9VA,journalArticle,2018,"Kim, S; Zhang, K; Park, D",Don't want to look dumb? The role of theories of intelligence and humanlike features in online help seeking,Psychol Sci,,,10.1177/0956797617730595,,,2018,2025-08-28 09:10:58,2025-08-28 09:10:58,,171-180,,,29,,Psychol Sci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X5MMVWXR,journalArticle,2023,"Jackson, JC; Yam, KC; Tang, PM; Liu, T; Shariff, A",Exposure to robot preachers undermines religious commitment,J Exp Psychol Gen,,,10.1037/xge0001443,,,2023,2025-08-28 09:10:58,2025-08-28 09:10:58,,3344-3358,,,152,,J Exp Psychol Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIMYBEUV,journalArticle,2021,"Granulo, A; Fuchs, C; Puntoni, S",Preference for human (vs. Robotic) labor is stronger in symbolic consumption contexts,J Consum Psychol,,,10.1002/jcpy.1181,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,72-80,,,31,,J Consum Psychol,,,,,,,,,,,,,,,,,C:\Users\Admin\Zotero\storage\86WVQJFU\Granulo et al. - 2021 - Preference for human (vs. Robotic) labor is stronger in symbolic consumption contexts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW248U6G,journalArticle,2018,"Huang, M-H; Rust, RT",Artificial intelligence in service,J Serv Res,,,10.1177/1094670517752459,,,2018,2025-08-28 09:10:58,2025-08-28 09:10:58,,155-172,,,21,,J Serv Res,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTNM8RVN,journalArticle,2023,"Castelo, N; Boegershausen, J; Hildebrand, C; Henkel, AP",Understanding and improving consumer reactions to service bots,J Consum Res,,,10.1093/jcr/ucad023,,,2023,2025-08-28 09:10:58,2025-08-28 09:10:58,,848-863,,,50,,J Consum Res,,,,,,,,,,,,,,,,,C:\Users\Admin\Zotero\storage\NSXLAEJX\Castelo et al. - 2023 - Understanding and improving consumer reactions to service bots.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UJ8TBT6H,journalArticle,2021,"Croes, EAJ; Antheunis, ML",Can we be friends with Mitsuku? A longitudinal study on the process of relationship formation between humans and a social chatbot,Journal of Social and Personal Relationships,,,10.1177/0265407520959463,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,279-300,,1,38,,Journal of Social and Personal Relationships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XGU6EIH8,journalArticle,2020,"Abd-Alrazaq, A. A.; Rababeh, A.; Alajlani, M.; Bewick, B. M.; Househ, M.",Effectiveness and safety of using chatbots to improve mental health: Systematic review and meta-analysis,Journal of Medical Internet Research,,,10.2196/16021,,,2020,2025-08-28 09:10:58,2025-08-28 09:10:58,,e16021,,7,22,,Journal of Medical Internet Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKREA334,journalArticle,2021,"Blut, M.; Wang, C.; Wünderlich, N. V.; Brock, C.","Understanding anthropomorphism in service provision: A meta-analysis of physical robots, chatbots, and other AI",Journal of the Academy of Marketing Science,,,10.1007/s11747-020-00762-y,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,632-658,,,49,,Journal of the Academy of Marketing Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3UNM6IPV,journalArticle,2020,"Borges, A. F.; Laurindo, F. J.; Spínola, M. M.; Gonçalves, R. F.; Mattos, C. A.",The strategic use of artificial intelligence in the digital era: Systematic literature review and future research directions,International Journal of Information Management,,,10.1016/j.ijinfomgt.2020.102225,,,2020,2025-08-28 09:10:58,2025-08-28 09:10:58,,,,,102225,,International Journal of Information Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QASH6HRV,journalArticle,2021,"Calvo-Rubio, L. M.; Ufarte-Ruiz, M. J.",Artificial intelligence and journalism: Systematic review of scientific production in Web of Science and Scopus (2008-2019),Communication & Society,,,10.15581/003.34.2.159-176,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,159-176,,2,34,,Communication & Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHN6N4JP,journalArticle,2019,"de Sousa, W. G.; de Melo, E. R. P.; Bermejo, P. H. D. S.; Farias, R. A. S.; Gomes, A. O.",How and where is artificial intelligence in the public sector going? A literature review and research agenda,Government Information Quarterly,,,10.1016/j.giq.2019.07.004,,,2019,2025-08-28 09:10:58,2025-08-28 09:10:58,,101392,,4,36,,Government Information Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7FAEYUS3,journalArticle,2020,"Glikson, E.; Woolley, A. W.",Human trust in artificial intelligence: Review of empirical research,Academy of Management Annals,,,10.5465/annals.2018.0057,,,2020,2025-08-28 09:10:58,2025-08-28 09:10:58,,627-660,,2,14,,Academy of Management Annals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IZMXPRZ5,journalArticle,2021,"Kaplan, A. D.; Kessler, T. T.; Brill, J. C.; Hancock, P. A.",Trust in artificial intelligence: Meta-analytic findings,Human Factors,,,10.1177/00187208211013988,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,,,,187208211013988,,Human Factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ489XWA,journalArticle,2021,"Rapp, A.; Curti, L.; Boldi, A.",The human side of human-chatbot interaction: A systematic literature review of ten years of research on text-based chatbots,International Journal of Human-Computer Studies,,,10.1016/j.ijhcs.2021.102630,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,102630,,,151,,International Journal of Human-Computer Studies,,,,,,,,,,,,,,,,,C:\Users\Admin\Zotero\storage\SN9WZIR3\Rapp et al. - 2021 - The human side of human-chatbot interaction A systematic literature review of ten years of research.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6EWVZT7J,journalArticle,2021,"Wang, J.; Hwang, G. H.; Chang, C. Y.",Directions of the 100 most cited chatbot-related human behavior research: A review of academic publications,Computers and Education: Artificial Intelligence,,,10.1016/j.caeai.2021.100023,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,100023,,,2,,Computers and Education: Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZQRCISXX,journalArticle,2021,"Zuiderwijk, A.; Chen, Y. C.; Salem, F.",Implications of the use of artificial intelligence in public governance: A systematic literature review and a research agenda,Government Information Quarterly,,,10.1016/j.giq.2021.101577,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,101577,,3,38,,Government Information Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGCE9KTD,journalArticle,2018,"Adam, M. T. P.; Teubner, T.; Gimpel, H.",No rage against the machine: How computer agents mitigate human emotional processes in electronic negotiations,Group Decision and Negotiation,,,10.1007/s10726-018-9579-5,,,2018,2025-08-28 09:10:58,2025-08-28 09:10:58,,543-571,,4,27,,Group Decision and Negotiation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N96ALAT9,journalArticle,2020,"Araujo, T.; Natali, H.; Kruikemeier, S.; de Vreese, Claes H.",In AI we trust? Perceptions about automated decision-making by artificial intelligence,Al & Society,,,10.1007/s00146-019-00931-w,,,2020,2025-08-28 09:10:58,2025-08-28 09:10:58,,611-623,,3,35,,Al & Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77IPJ7SE,journalArticle,2021,"Berger, B.; Martin, A.; Rühr, A.; Benlian, A.",Watch me improve-Algorithm aversion and demonstrating the ability to learn,Business & Information Systems Engineering,,,10.1007/s12599-020-00678-5,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,55-68,,1,63,,Business & Information Systems Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8IM3SY2V,journalArticle,2021,"Bhandari, A.; Ozanne, M.; Bazarova, N. N.; DiFranzo, D.",Do you care who flagged this post? Effects of moderator visibility on bystander behavior,Journal of Computer-Mediated Communication,,,10.1093/jcmc/zmab007,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,284-300,,5,26,,Journal of Computer-Mediated Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTYWS8IB,journalArticle,2018,"Bode, L.; Vraga, E. K.","See something, say something: Correction of global health misinformation on social media",Health Communication,,,10.1080/10410236.2017.1331312,,,2018,2025-08-28 09:10:58,2025-08-28 09:10:58,,1131-1140,,9,33,,Health Communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JR2Z6NFD,journalArticle,2022,"Edwards, A.; Edwards, C.",Does the correspondence bias apply to social robots?: Dispositional and situational attributions of human versus robot behavior,Frontiers in Robotics and AI,,,10.3389/frobt.2021.788242,,,2022,2025-08-28 09:10:58,2025-08-28 09:10:58,,788242,,,8,,Frontiers in Robotics and AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIFT294K,journalArticle,2021,"Edwards, C.; Edwards, A.; Albrehi, F.; Spence, P.",Interpersonal impressions of a social robot versus human in the context of performance evaluations,Communication Education,,,10.1080/03634523.2020.1802495,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,165-182,,2,70,,Communication Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8MJVIGYR,journalArticle,2021,"Gonçalves, J.; Weber, I.; Masullo, G. M.; Torres da Silva, M.; Hofhuis, J.",Common sense or censorship: How algorithmic moderators and message type influence perceptions of online content deletion,New Media & Society,,,10.1177/14614448211032310,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,,,,14614448211032310,,New Media & Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7X2LB6ZI,journalArticle,2018,"Graefe, A.; Haim, M.; Haarmann, B.; Brosius, H.-B.","Readers' perception of computer-generated news: Credibility, expertise, and readability",Journalism,,,10.1177/1464884916641269,,,2018,2025-08-28 09:10:58,2025-08-28 09:10:58,,595-610,,5,19,,Journalism,,,,,,,,,,,,,,,,,"C:\Users\Admin\Zotero\storage\XXKASMSM\Graefe et al. - 2018 - Readers' perception of computer-generated news Credibility, expertise, and readability.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UQTUQKHF,journalArticle,2023,"Henestrosa, A. L.; Greving, H.; Kimmerle, J.",Automated journalism: The effects of Al authorship and evaluative information on the perception of a science journalism article,Computers in Human Behavior,,,10.1016/j.chb.2022.107445,,,2023,2025-08-28 09:10:58,2025-08-28 09:10:58,,107445,,,138,,Computers in Human Behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8FTDVB49,thesis,2018,"Ho, A. S.",Understanding the impact of conversational Al on supportive interactions: Towards the care (conversational Al and response effects) model,,,,,,,2018,2025-08-28 09:10:58,2025-08-28 09:10:58,,,,,,,,,,,,,,Stanford University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJ9J6UYL,journalArticle,2019,"Hong, J.-W.; Curran, N. M.","Artificial intelligence, artists, and art: Attitudes toward artwork produced by humans vs. artificial intelligence","ACM Transactions on Multimedia Computing, Communications, and Applications",,,10.1145/3326337,,,2019,2025-08-28 09:10:58,2025-08-28 09:10:58,,1-16,,2s,15,,"ACM Transactions on Multimedia Computing, Communications, and Applications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHLJVXR7,journalArticle,2021,"Jang, W.; Chun, J. W.; Kim, S.; Kang, Y. W.",The effects of anthropomorphism on how people evaluate algorithm-written news,Digital Journalism,,,10.1080/21670811.2021.1976064,,,2021,2025-08-28 09:10:58,2025-08-28 09:10:58,,1-22,,,,,Digital Journalism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
