Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
573M7PW7,webpage,2022,"Ng, A.","1/Large language models like Galactica and ChatGPT can spout nonsense in a confident, authoritative tone",,,,,https://twitter.com/AndrewYNg/status/1602725934565830657,,2022,2025-08-27 09:52:01,2025-08-27 09:52:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLWKXS3H,webpage,2023,"Nicoletti; Bass, D.",Humans are biased. Generative AI is even worse,,,,,https://www.bloomberg.com/graphics/2023-generative-ai-bias/,,2023,2025-08-27 09:52:01,2025-08-27 09:52:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y4Q47S7K,webpage,2022,"Noggle, R.",The ethics of manipulation,,,,,https://plato.stanford.edu/archives/sum2022/entries/ethics-manipulation/,,2022,2025-08-27 09:52:01,2025-08-27 09:52:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K9SBC75Q,webpage,2023,"Novak, M.",Lawyer uses ChatGPT in federal court and it goes horribly wrong,,,,,https://www.forbes.com/sites/mattnovak/2023/05/27/lawyer-uses-chatgpt-in-federal-court-and-it-goes-horribly-wrong/?sh=210904a73494,,2023,2025-08-27 09:52:01,2025-08-27 09:52:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9CCQXMAY,webpage,2020,"Olah, C.; Cammarata, N.; Schubert, L.; Goh, G.; Petrov, M.; Carter, S.",Zoom in: an introduction to circuits,,,,,https://distill.pub/2020/circuits/zoom-in,,2020,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VYXPI8KC,conferencePaper,2023,"Oldewage, E. T.; Bronskill, J.; Turner, R. E.",Adversarial attacks are a surprisingly strong baseline for poisoning few-shot meta-learners,,,,,https://proceedings.mlr.press/v187/oldewage23a.html,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,27-40,,,187,,,,,,,,PMLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proceedings on ""I Can’t Believe It’s Not Better! – Understanding Deep Learning Through Empirical Falsification"" at NeurIPS 2022 Workshops",,,,,,,,,,,,,,,
SENXKTC6,webpage,2023,OpenAI,OpenAI/evals,,,,,https://github.com/openai/evals/tree/main/evals/elsuite/make_me_say,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9RQH3Y6K,webpage,2023,OpenAI,"ChatGPT can now see, hear, and speak",,,,,https://openai.com/blog/chatgpt-can-now-see-hear-and-speak#OpenAI,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YVATNSYW,report,2023,OpenAI,GPT-4 technical report,,,,,https://cdn.openai.com/papers/gpt-4.pdf,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H23IIETR,conferencePaper,2020,"Ozyumenko, V.; Larina, T.",Discourse of threat as a strategy of emotional persuasion and manipulation,,,,,https://www.ocerints.org/intcess20_e-publication/papers/236.pdf,,2020,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,"Dubai, UAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of INTCESS 2020 – 7th International Conference on Education and Social Sciences,,,,,,,,,,,,,,,
YV4KTKGI,journalArticle,2023,"Pataranutaporn, P.; Liu, R.; Finn, E.; Maes, P.","Influencing human–AI interaction by priming beliefs about AI can increase perceived trustworthiness, empathy and effectiveness",Nature Machine Intelligence,,2522-5839,10.1038/s42256-023-00720-7,https://www.nature.com/articles/s42256-023-00720-7,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,1076-1086,,10,5,,Nature Machine Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KV8D8292,conferencePaper,2022,"Pauli, A.; Derczynski, L.; Assent, I.",Modelling persuasion through misuse of rhetorical appeals,,,,10.18653/v1/2022.nlp4pi-1.11,https://aclanthology.org/2022.nlp4pi-1.11,,2022,2025-08-27 09:52:02,2025-08-27 09:52:02,,89-100,,,,,,,,,,,Association for Computational Linguistics,"Abu Dhabi, United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the Second Workshop on NLP for Positive Impact,,,,,,,,,,,,,,,
BSE78IV2,webpage,2022,"Petropoulos, G.",The dark side of artificial intelligence: manipulation of human behaviour,,,,,https://www.bruegel.org/blog-post/dark-side-artificial-intelligence-manipulation-human-behaviour,,2022,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3ME8WWH,webpage,2023,Pino,"ChatGPT helped me make a plan to buy a $500,000 home, but experts warn about using AI for financial advice",,,,,https://fortune.com/recommends/mortgages/i-used-chatgpt-as-my-financial-planner/,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7UXQ945H,conferencePaper,2023,"Plaza-del-arco, F. M.; Nozza, D.; Hovy, D.",Respectful or toxic? Using zero-shot learning with language models to detect hate speech,,,,10.18653/v1/2023.woah-1.6,https://aclanthology.org/2023.woah-1.6,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,60-68,,,,,,,,,,,Association for Computational Linguistics,"Toronto, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The 7th Workshop on Online Abuse and Harms,,,,,,,,,,,,,,,
SRM5YCRI,webpage,,Replika,Home page,,,,,https://replika.com,,,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JQLRBFL,journalArticle,2023,"Ribino, P.",The role of politeness in human–machine interactions: a systematic literature review and future perspectives,Artificial Intelligence Review,,"0269-2821, 1573-7462",10.1007/s10462-023-10540-1,https://link.springer.com/10.1007/s10462-023-10540-1,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,445-482,,S1,56,,Artificial Intelligence Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQY6BRKT,book,2018,,Behavioral insights for public policy: concepts and cases,,978-1-351-05254-2,,,https://www.taylorfrancis.com/books/9781351052535,,2018,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,Routledge,London,,,,,,,,DOI: 10.4324/9781351052542,,,,,,"Ruggeri, K.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6UB9ZN3J,journalArticle,2023,"Schwitzgebel, E.",AI systems must not confuse users about their sentience or moral status,Patterns,,26663899,10.1016/j.patter.2023.100818,https://linkinghub.elsevier.com/retrieve/pii/S2666389923001873,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,8,4,,Patterns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XDAUHCKJ,journalArticle,2023,"Shanahan, M.; McDonell, K.; Reynolds, L.",Role play with large language models,Nature,,"0028-0836, 1476-4687",10.1038/s41586-023-06647-8,https://www.nature.com/articles/s41586-023-06647-8,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,493-498,,7987,623,,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCZC8ZLC,journalArticle,2021,"Spicer, C.; Khwaounjoo, P.; Cakmak, Y. O.",Human and human-interfaced AI interactions: modulation of human male autonomic nervous system via pupil mimicry,Sensors,,1424-8220,10.3390/s21041028,https://www.mdpi.com/1424-8220/21/4/1028,,2021,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,4,21,,Sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8VAF6K78,journalArticle,2018,"Strani, K.; Szczepaniak-Kozak, A.",Strategies of othering through discursive practices: examples from the UK and Poland,Lodz Papers in Pragmatics,,"1898-4436, 1895-6106",10.1515/lpp-2018-0008,https://www.degruyter.com/document/doi/10.1515/lpp-2018-0008/html,,2018,2025-08-27 09:52:02,2025-08-27 09:52:02,,163-179,,1,14,,Lodz Papers in Pragmatics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7A9MVNJI,conferencePaper,2019,"Susser, D.",Invisible influence: artificial intelligence and the ethics of adaptive choice architectures,,978-1-4503-6324-2,,10.1145/3306618.3314286,https://dl.acm.org/doi/10.1145/3306618.3314286,,2019,2025-08-27 09:52:02,2025-08-27 09:52:02,,403-408,,,,,,,,,,,ACM,"Honolulu, HI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proceedings of the 2019 AAAI/ACM Conference on AI, Ethics, and Society",,,,,,,,,,,,,,,
2VX8YWEP,conferencePaper,2021,"Susser, D.; Grimaldi, V.",Measuring automated influence: between empirical evidence and ethical values,,,,,https://ssrn.com/abstract=3848919,,2021,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society",,,,,,,,,,,,,,,
XAVZJY23,journalArticle,2019,"Susser, D.; Roessler, B.; Nissenbaum, H.","Technology, autonomy, and manipulation",Internet Policy Review,,2197-6775,10.14763/2019.2.1410,https://policyreview.info/node/1410,,2019,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,2,8,,Internet Policy Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTKLJMZQ,journalArticle,2023,"Teaster, B.; Roberto, K. A.; Savla, J.; Du, C.; Du, Z.; Atkinson, E.; Shealy, E. C.; Beach, S.; Charness, N.; Lichtenberg, P. A.",Financial fraud of older adults during the early months of the COVID-19 pandemic,The Gerontologist,,"0016-9013, 1758-5341",10.1093/geront/gnac188,https://academic.oup.com/gerontologist/article/63/6/984/6936596,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,984-992,,6,63,,The Gerontologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NECN8PBA,bookSection,2021,"Thaler, R. H.; Sunstein, C. R.",Preface to the final edition,Nudge: the final edition,,,,https://books.google.co.uk/books?hl=en&lr=&id=Wf1AEAAAQBAJ&oi=fnd&pg=PR11&dq=nudge+cass+sunstein&ots=rI6e_MpbrG&sig=JwQbPkpq7xsAFbnJiKTTvUPzqtk&redir_esc=y#v=onepage&q=nudge%20cass%20sunstein&f=false,,2021,2025-08-27 09:52:02,2025-08-27 09:52:02,,xi-xiv,,,,,,,,,,,Yale University Press,"New Haven, CT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Y5XVFGF,webpage,,The Bulimia Project,Scrolling into bias: social media’s effect on AI art,,,,,https://bulimia.com/examine/scrolling-into-bias/,,,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCN39NEW,webpage,,The Decision Lab,Why do we feel more strongly about one option after a third one is added?,,,,,https://thedecisionlab.com/biases/decoy-effect,,,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F7UYD4GN,webpage,2023,"Tong, A.",What happens when your AI chatbot stops loving you back?,,,,,https://uk.style.yahoo.com/happens-ai-chatbot-stops-loving-110642301.html,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XPJS6Y9V,conferencePaper,2019,"Torre, I.; Carrigan, E.; McDonnell, R.; Domijan, K.; McCabe, K.; Harte, N.",The effect of multimodal emotional expression and agent appearance on trust in human-agent interaction,,978-1-4503-6994-7,,10.1145/3359566.3360065,https://dl.acm.org/doi/10.1145/3359566.3360065,,2019,2025-08-27 09:52:02,2025-08-27 09:52:02,,1-6,,,,,,,,,,,ACM,Newcastle upon Tyne United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MIG ’19 Proceedings of the 12th ACM SIGGRAPH Conference on Motion, Interaction and Games",,,,,,,,,,,,,,,
FFTT8SUJ,journalArticle,2019,"Vogel, L.",Fat shaming is making people sicker and heavier,,,,,,,2019,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2JPCI7X,journalArticle,2019,"Willemse, C. J. A. M.; Van Erp, J. B. F.",Social touch in human–robot interaction: robot-initiated touches can induce positive responses without extensive prior bonding,International Journal of Social Robotics,,"1875-4791, 1875-4805",10.1007/s12369-018-0500-9,http://link.springer.com/10.1007/s12369-018-0500-9,,2019,2025-08-27 09:52:02,2025-08-27 09:52:02,,285-304,,2,11,,International Journal of Social Robotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JN4IEPRX,conferencePaper,2021,"Wu, T.; Ribeiro, M. T.; Heer, J.; Weld, D.","Polyjuice: generating counterfactuals for explaining, evaluating, and improving models",,,,10.18653/v1/2021.acl-long.523,https://aclanthology.org/2021.acl-long.523,,2021,2025-08-27 09:52:02,2025-08-27 09:52:02,,6707-6723,,,,,,,,,,,Association for Computational Linguistics,Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics and the 11th International Joint Conference on Natural Language Processing (Volume 1: Long Papers),,,,,,,,,,,,,,,
R2P9K84G,webpage,2023,"Xiang, C.","""He would still be here"": man dies by suicide after talking with AI chatbot, widow says",,,,,https://www.vice.com/en/article/pkadgm/man-dies-by-suicide-after-talking-with-ai-chatbot-widow-says,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WPM9XLSD,conferencePaper,2021,"Xu, J.; Ju, D.; Li, M.; Boureau, Y.-L.; Weston, J.; Dinan, E.",Bot-adversarial dialogue for safe conversational agents,,,,10.18653/v1/2021.naacl-main.235,https://aclanthology.org/2021.naacl-main.235,,2021,2025-08-27 09:52:02,2025-08-27 09:52:02,,2950-2968,,,,,,,,,,,Association for Computational Linguistics,Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,,,,,,,,,,,,,,,
ZTQ5YD6I,webpage,2023,Youper,Home page,,,,,https://www.youper.ai,,2023,2025-08-27 09:52:02,2025-08-27 09:52:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9SYGFZS5,conferencePaper,2022,"Zehnder, E.; Dinet, J.; Charpillet, F.",Perception of physical and virtual agents: exploration of factors influencing the acceptance of intrusive domestic agents,,978-1-7281-8859-1,,10.1109/ROMAN53752.2022.9900593,https://ieeexplore.ieee.org/document/9900593/,,2022,2025-08-27 09:52:03,2025-08-27 09:52:03,,1050-1057,,,,,,,,,,,IEEE,"Napoli, Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 31st IEEE International Conference on Robot and Human Interactive Communication,,,,,,,,,,,,,,,
Z3F2N679,webpage,2022,"Zwolinski, M.; Ferguson, B.; Wertheimer, A.",Exploitation,,,,,https://plato.stanford.edu/archives/win2022/entries/exploitation/,,2022,2025-08-27 09:52:03,2025-08-27 09:52:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLUB89UT,journalArticle,2023,"Altay, Sacha; Berriche, Manon; Acerbi, Alberto",Misinformation on misinformation: Conceptual and methodological challenges,Social media+ society,,20563051221150412,,,,2023,2025-08-27 10:04:36,2025-08-27 10:04:36,,,,1,9,,Social media+ society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLSALEE5,journalArticle,2023,"Altay, Sacha; Hacquin, Anne-Sophie; Chevallier, Coralie; Mercier, Hugo",Information delivered by a chatbot has a positive impact on COVID-19 vaccines attitudes and intentions,Journal of Experimental Psychology: Applied,,1939-2192,10.1037/xap0000400,,,2023-03,2025-08-27 10:04:36,2025-08-27 10:04:36,,52-62,,1,29,,Journal of Experimental Psychology: Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVIE4RY8,conferencePaper,2024,"Breum, Simon Martin; Egdal, Daniel Vædele; Mortensen, Victor Gram; Møller, Anders Giovanni; Aiello, Luca Maria",The Persuasive Power of Large Language Models,,2334-0770,,10.1609/icwsm.v18i1.31304,https://ojs.aaai.org/index.php/ICWSM/article/view/31304,,2024-05,2025-08-27 10:04:36,2025-08-27 10:04:36,,152-163,,,18,,,,,,,,,,,,,,,,,Issue: 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the International AAAI Conference on Web and Social Media,,,,,,,,,,,,,,,
4TINCE2E,journalArticle,2024,"Budak, Ceren; Nyhan, Brendan; Rothschild, David M; Thorson, Emily; Watts, Duncan J",Misunderstanding the harms of online misinformation,Nature,,,,,,2024,2025-08-27 10:04:36,2025-08-27 10:04:36,,45-53,,8015,630,,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FV2GCB35,journalArticle,2023,"Böhm, Robert; Jörling, Moritz; Reiter, Leonhard; Fuchs, Christoph",People devalue generative AI’s competence but not its advice in addressing societal and personal challenges,Communications Psychology,,2731-9121,10.1038/s44271-023-00032-x,https://www.nature.com/articles/s44271-023-00032-x,,2023-11,2025-08-27 10:04:36,2025-08-27 10:04:36,,1-10,,1,1,,Communications Psychology,,,,,,,,,,,,,,,Publisher: Nature Publishing Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2L8A5LS7,journalArticle,2023,"Chen, Qian; Yin, Changqin; Gong, Yeming",Would an AI chatbot persuade you: an empirical answer from the elaboration likelihood model,Information Technology & People,,0959-3845,10.1108/ITP-10-2021-0764,https://doi.org/10.1108/ITP-10-2021-0764,,2023-01,2025-08-27 10:04:36,2025-08-27 10:04:36,,,,ahead-of-print,ahead-of-print,,Information Technology & People,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD4PGTDY,journalArticle,2024,"Ecker, Ullrich; Roozenbeek, Jon; van der Linden, Sander; Tay, Li Qian; Cook, John; Oreskes, Naomi; Lewandowsky, Stephan",Misinformation poses a bigger threat to democracy than you might think,Nature,,,,,,2024,2025-08-27 10:04:36,2025-08-27 10:04:36,,29-32,,8015,630,,Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2BIW4KLS,journalArticle,2024,"Goldstein, Josh A; Chao, Jason; Grossman, Shelby; Stamos, Alex; Tomz, Michael",How persuasive is AI generated propaganda?,PNAS Nexus,,2752-6542,10.1093/pnasnexus/pgae034,https://doi.org/10.1093/pnasnexus/pgae034,,2024-02,2025-08-27 10:04:36,2025-08-27 10:04:36,,pgae034,,2,3,,PNAS Nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4S3UD6A8,journalArticle,2024,"Hackenburg, Kobi; Margetts, Helen",Evaluating the persuasive influence of political microtargeting with large language models,Proceedings of the National Academy of Sciences,,,10.1073/pnas.2403116121,https://www.pnas.org/doi/10.1073/pnas.2403116121,,2024-06,2025-08-27 10:04:36,2025-08-27 10:04:36,,e2403116121,,24,121,,Proceedings of the National Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKV6MQNT,book,2018,"Ireton, Cherilyn","Journalism,‘Fake News’& Disinformation: Handbook for Journalism Education and Training",,,,,,,2018,2025-08-27 10:04:36,2025-08-27 10:04:36,,,,,,,,,,,,,UNESCO Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THK6ZFKX,journalArticle,2023,"Karinshak, Elise; Liu, Sunny Xun; Park, Joon Sung; Hancock, Jeffrey T.",Working With AI to Persuade: Examining a Large Language Model’s Ability to Generate Pro-Vaccination Messages,Proceedings of the ACM on Human-Computer Interaction,,2573-0142,10.1145/3579592,https://dl.acm.org/doi/10.1145/3579592,,2023-04,2025-08-27 10:04:36,2025-08-27 10:04:36,,1-29,,CSCW1,7,,Proceedings of the ACM on Human-Computer Interaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W2DQLB8R,journalArticle,2024,"Lim, Sue; Schmälzle, Ralf",The effect of source disclosure on evaluation of AI-generated messages: A two-part study,Computers in Human Behavior: Artificial Humans,,2949-8821,10.1016/j.chbah.2024.100058,http://arxiv.org/abs/2311.15544,,2024-01,2025-08-27 10:04:36,2025-08-27 10:04:36,,100058,,1,2,,Computers in Human Behavior: Artificial Humans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJTLCGWB,journalArticle,2024,"Matz, S. C.; Teeny, J. D.; Vaid, S. S.; Peters, H.; Harari, G. M.; Cerf, M.",The potential of generative AI for personalized persuasion at scale,Scientific Reports,,2045-2322,10.1038/s41598-024-53755-0,https://www.nature.com/articles/s41598-024-53755-0,,2024-02,2025-08-27 10:04:36,2025-08-27 10:04:36,,4692,,1,14,,Scientific Reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IREAUI8U,conferencePaper,2024,"Meguellati, Elyas; Han, Lei; Bernstein, Abraham; Sadiq, Shazia; Demartini, Gianluca",How Good are LLMs in Generating Personalized Advertisements?,,979-8-4007-0172-6,,10.1145/3589335.3651520,https://doi.org/10.1145/3589335.3651520,,2024-05,2025-08-27 10:04:36,2025-08-27 10:04:36,,826-829,,,,,,,,,,,Association for Computing Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Companion Proceedings of the ACM on Web Conference 2024,,,,,,,,,,,,,,,
R9T5LTZ5,conferencePaper,2024,"Metzger, Luise; Miller, Linda; Baumann, Martin; Kraus, Johannes",Empowering Calibrated (Dis-)Trust in Conversational Agents: A User Study on the Persuasive Power of Limitation Disclaimers vs. Authoritative Style,,979-8-4007-0330-0,,10.1145/3613904.3642122,https://doi.org/10.1145/3613904.3642122,,2024-05,2025-08-27 10:04:36,2025-08-27 10:04:36,,1-19,,,,,,,,,,,Association for Computing Machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the CHI Conference on Human Factors in Computing Systems,,,,,,,,,,,,,,,
D5BWUUQN,journalArticle,2023,"Palmer, Alexis; Spirling, Arthur","Large Language Models Can Argue in Convincing Ways About Politics, But Humans Dislike AI Authors: implications for Governance",Political Science,,0032-3187,10.1080/00323187.2024.2335471,https://www.tandfonline.com/doi/full/10.1080/00323187.2024.2335471,,2023-09,2025-08-27 10:04:36,2025-08-27 10:04:36,,281-291,,3,75,,Political Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5IMHA5LU,journalArticle,2023,"Schepman, Astrid; Rodway, Paul","The general attitudes towards artificial intelligence scale (gaais): Confirmatory validation and associations with personality, corporate distrust, and general trust",International Journal of Human–Computer Interaction,,,10.1080/10447318.2022.2085400,https://doi.org/10.1080/10447318.2022.2085400,,2023,2025-08-27 10:04:36,2025-08-27 10:04:36,,2724-2741,,13,39,,International Journal of Human–Computer Interaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY2PQWS8,journalArticle,2024,"Simchon, Almog; Edwards, Matthew; Lewandowsky, Stephan",The persuasive effects of political microtargeting in the age of generative artificial intelligence,PNAS Nexus,,2752-6542,10.1093/pnasnexus/pgae035,https://doi.org/10.1093/pnasnexus/pgae035,,2024-02,2025-08-27 10:04:36,2025-08-27 10:04:36,,pgae035,,2,3,,PNAS Nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
